,text,sentiment
12992,"_gal of course! *cough* I mean, no, hours 1.5 extra testing and debugging time",neutral
12993, That would have been fun BUT we were soooo TIRED yesterday.  Long day at the office. Just did dinner and crashed.,negative
12994, http://twitpic.com/4visl - WOW this looks incredible! wicked job on the butterflies! fantastic! they`re,positive
12995," OMG! Taylors in London! Your near Scotland, please come visit Glasgow",positive
12996, want to hear something funny? I`m yours is on the radio now! right,positive
12997, I agree! && I like the new pic!,positive
12998,Yay for Louis St traffic,neutral
12999, Yeah daw. Awww...  Wear a mask na!,neutral
13000,"It seems my grandmother has found a way to break a pipe in her house, to going go there now and fix it, she is such a blur woman",negative
13001," Blow me away it IS raining harder here. Yay you, well done",neutral
13002, boo. i rained got out at the beach.,negative
13003,drinking lemsip cause apaently i need ittt! IM NOT SICK,neutral
13004,"watching 2, Season episode 1 of House before bed... what a great bedtime story",positive
13005," that would be awesome i think, i hate how expensive phones are",neutral
13006," Masson I`ll give you the link, it`s handy quite",positive
13007," - try thinking of something calm and peaceful, such as relaxing on the beach.",positive
13008,_10807 I`m watching the harry 4th potter movieee,neutral
13009,Step-by-step I`m leaving it all behind,neutral
13010,So I thought the Cavs would crush the Magic and come I home from up north to realize how wrong I was.,negative
13011,based on the similarity between 'May the 4th be with you' and 'May the force be with you' today it`s the 'Star Wars Day',neutral
13012,A exciting very week,positive
13013, Hey - Thank you!x and You`re Welcome! Must say - I love to travel and where are you at the moment?!x,positive
13014,if i ran the mile to mcdonalds and ran the mile back would that burn off a double sausage and egg lol mcmuffin,neutral
13015,http://twitpic.com/676hz - It`s raining  so chocolate world it is !,neutral
13016,and now i smell pancakes...or maybe toast... or something delicious. no but one is at my place cooking,neutral
13017,"How come it`s so cold now?! A few days ago it was wicked nice out, now I feel like I need my winter coat back.",neutral
13018,is she gutted isnt going out tonight,negative
13019,wikileaks geht wieder  super #wikileaks #online,positive
13020,have i three hours to do my hair. and it STILL won`t be straight,negative
13021, could you post a link to the internet version of the times so that I can read it pllleeeaaassseeeeee!!!!,neutral
13022,want I my real keys back,neutral
13023, cause theres no party,neutral
13024, all is in quiet twitterland 2day.,neutral
13025,Friday Night and working,neutral
13026,"yes! @_chloe it`s on youtube  its from may 7th, and it made me feel 100x better. it`s halarious.",positive
13027,On her way home from prom  so fun!,positive
13028,_eagle Why don`t ship you it to Japan?,neutral
13029,he just fully yelled  saying dnt be so fcking stupid grow up! stop with this band **** then... throws the remote at me thnks love u2,negative
13030,LIVE NOW  ) LIVE!  DJ JAYEM B2B E.S.R  Click : http://www.krisisdnb.com/listen.asx,neutral
13031, lol haha fresh to death lol ha ha I love and miss u 2 id almost given ï¿½ on u cuz u nvr respond 2me  but u did today! Luv u2,neutral
13032, I am so so sorry to that hear he has parvo. Good vibes comming your way.,neutral
13033,im on twitter mobile... confusin!!!! lol im knda slow,neutral
13034, oh that makes sense! Well are you officially my first  from a celebrity!!,positive
13035,Wanting to go out... apparently no ones available!,neutral
13036,Gloomy day can`t stop my  bliss. I hope Ronaldo will score in derby match today.,positive
13037, Woo Hoo! It`s time to play 'Name That Twune',neutral
13038,? THANK YOU  sana matanggap  ako http://plurk.com/p/x1yts,positive
13039,"Nearly fell asleep, but was jolted out of bed by a massive panic attack and now I`m not sure if I can sleep at all.",negative
13040,WOW i just drank a drink of water - 12 ice cubes that took ages to melt. i now have freeze brian,negative
13041,"ya know why today sucks? its been raining, we have no $, & no possibility of a magic friday.  so whats goin down tonight?",negative
13042, i cant believe you are closing 2moro and ive never had a chance to see the show  Good luck to everyone - you are stars! all,neutral
13043,Really? 87 degrees as the high and I`m on my way to work?!?  hagg lake tomorrow is going to be especially bomb sauce!!,negative
13044,Hell of a lot to do. But they say you shouldn`t complain theese days. Who are 'they' can and 'they' help me in that case,negative
13045,In my nice big bed....ipod on play....soft music flowin....sooooon will be in Fancys dream land,positive
13046,Stupid freshmen ruined theatre class.. Now don`t we get to play warm-up games for the rest of the school year,negative
13047,_k good question  could they?,neutral
13048,"P9 for Danica and your team... Not the end the of world, now is just hopes for a great race",neutral
13049,hopefully today will work in our favor,positive
13050,having a good at day work lots of sales but boss is under foot.   she`s a nice person but i dont like the boss bugging me,neutral
13051," pictures of your bliss?  In JPEG format?  Sorry, it`s message board terminology and u don`t play w/us on the boards",negative
13052,Last Tonight Show Jay with Leno Tonight!,neutral
13053,still feeling BLAH. gave a biiiiig dose of insulin that i needed about 24 hours ago. Now I`m off to take my last exam of my junior year.,negative
13054,I hear tonight is the jleno last show,neutral
13055,Was watching  downstairs  Now getting ready for bed. Piano in the morning.,neutral
13056,My mind is calm & my heart is happy.. Life is good.  ? Would be it ok if I took your breath away? ?,neutral
13057,HOMELESS afterJune 1st.......,negative
13058, I can haz too? beer Oh wait... I`m a work...,neutral
13059,Love thy self. Keep it simple. Learn Tai Chi. Those are my aims today. Beat up ankle is less swollen  I am on a no negotiation vacation!,positive
13060,Finished Lunch my,neutral
13061,"i had a dream last night, and i was singing  first avid dream of myself crooning away!",negative
13062,Was going to place Grandpa`s for lunch to celebrate his 88th.  Just found out it`s changed to a Chinese buffet  Bringing Gas-x!,neutral
13063,  heyyhoo!heyhey,neutral
13064, ooh like what? I`m planning on spending the night in well as,neutral
13065,let me out,neutral
13066,chillin with and christina diana,positive
13067,Trued a rim!  I`m getting good at this! o_O,positive
13068, know! I  I loved it.,positive
13069, OMG rated 10 stars,neutral
13070,"my cat just fell off my bed lmfao, her. bless she got a fright  ****",neutral
13071," I`ll try that, thanks",positive
13072,had a very interesting day yesterday... wondering if today will be just as crazy. Hope not. diggin` Still Spartacus!.. aka: Mike-E!!!,positive
13073,My last blog http://blog.spiritualsmarts.com/2009/1560/ is being published on Web Digest Weekly next issue!!,neutral
13074,babysitting Not tonight. I miss that kid.,negative
13075,"  told you, you would sweep haha :-p",positive
13076, I follow lol u,neutral
13077, happy to help,positive
13078, my riding time has been dismal during too these rainy weeks.  haven`t been able to make myself to go to the gym instead.,negative
13079,macbook dying. switching to iphone.,negative
13080,The Oddo`s grandfather passed in away his sleep,negative
13081,is going to be in Texas in 15 days!!! eeekkkk!!!,neutral
13082,Ow hurts it,negative
13083,Why do none of my thoughts make sense when I`m sober?,negative
13084, looking cool. forward. san francisco was really nice. didn`t make it out to napa though  maybe next time.,positive
13085,Time to take a astronomy test!,neutral
13086,About go to to my last theater lunch  im gonna cry.,negative
13087, i`m still thinking about that *FKC* meal I missed yesterday,negative
13088,"feeling, believing, breathing, keeping you on my mind and never ever gonna think to let you go..",neutral
13089, Bummer   was going to try and make it/ other commitments I`m afraid got into the way.  Next time hopefully-,neutral
13090, kind What of help do you need with Machine embroidery?  I may bea able to help,positive
13091,no more twitter in a while   .. tweet tweet,neutral
13092,Britain`s got (good) Weather. I wish I had some that of over here.,positive
13093, not really sure. need to deposit and save some money,negative
13094,Awww!! ,positive
13095, no.  I lost the link you sent when I had to pull my battery.,negative
13096,"GoodMorning, Hope Everyone A Has Beautiful Day Today  x",positive
13097," We`re English (well in parts), it`s Weather, it IS an obsession",neutral
13098,The bunuelos were a huge hit but i had to skip shopping afterwards.  let`s what see kind of trouble i can get into here...,neutral
13099,watching missy elliot video collection so sad I was told that I looked like her all through high school,negative
13100,i  love them,positive
13101, ...thanks for the shout out...you might be right about the starving thing....     little lol,positive
13102, Trudy`s Burnet...the off one up north that no one goes to,neutral
13103,Its relaxing time..a movie and some treats,positive
13104, wasn`t I near him.,neutral
13105,IE8 nearing 6% according to my stats. FF 3.0.10 adoption rate amazes me,positive
13106," Hey, you!! ;) me Call this week!! Gotta go hang out ... could use the de-stress!!",neutral
13107, i changed my mind dammit!! a Tsar can change his mind at any time without no prior notice,negative
