,text,sentiment
12725, at least you hhhave a next year  into the big wide world for me!,neutral
12726, I love to Read  And i love Film making,positive
12727,I hatT TweetDeck when it reaches access limits,negative
12728,"the next 2 weeks, exam wise, are AWFUL. there are 8 exams and I don`t see how I can adequately revise all of them  I care least about...",negative
12729,Haha Ashley tttisdale is on again,neutral
12730,dang i miss you  goodnight,negative
12731,"TodaY was better. My Panda can eally cheer me up. I dont know, I am Happy, Like the legittt happy.",positive
12732,"_2229 both, at the same time",neutral
12733,my tum y hurts  i blame last night`s chinese food.,negative
12734, glad its nice there. Gray skies and rainy in wisconsin.,positive
12735, mmmmm yes please,neutral
12736,"I forwarded an email about a cool science event in Canberra, and a friend thought it was in Sydney and trekked out to the wrong place",negative
12737,ahujust finished making tea for tomorrow night,neutral
12738, because the one I was having at that moment woke me up.,neutral
12739,look how   choke on this **** tallllks to me,neutral
12740,"_TheMovie That`s what I get for writing up my Halloween interview w/ Danielle Harris. Darn, I was too late for the contest!",negative
12741,"sleptt in, missed bus, train delayed, doesn`t stop at my stop, late for work. **** heelllll",negative
12742, we keep getting pet days  but i heard the weekend is to be fab !!! wedding how soon again ?,positive
12743, pappy Mother`s Day!!,positive
12744,"Law of Attraction - Some assembly (action) required  If u have asked 2 enter medical school, u still need 2 fill out the application",neutral
12745,I actually drove in today - no incidents to report  to qqquote Ice Cube - Today was a good day,positive
12746,Conference call arranged for 4.30pm today just blew my leaving early out the window,neutral
12747,I wtnt another shake from Ritas.Badly.,negative
12748,_sara I`m sitting in the bus to dublin And listen tokio hotel-reden.And i must laugh.you know why,positive
12749,d days & 5 text messages this month,neutral
12750,up.....i nEEd coFFee. b0ut2get ready2start this new day in my lie,neutral
12751,I`a a fat and sad puffyn now,negative
12752, Sadly no robot songs in my library.,negative
12753, Good luck.. I have still to get wirrreless working post IT6,positive
12754,Earthlink says our modem is dead.  They want me to buy a new one or sign up for a one year contract ARGH!!!,negative
12755,"  yes I c imagine, I need my morning coffee otherwise I cannot function, have a good and relaxing Sunday",neutral
12756,"Come an add, new twitter.  Only for fans.",neutral
12757,Currently in costa coffee  im liking this place more and more. Were sat innn the business lounge. ooo were businessy today.,positive
12758,last night sucked... too many bad dreams about spiders and rogue octupi,negative
12759,"_gof course! *cough* I mean, no, 1.5 hours extra testing and debugging time",neutral
12760, That would have been fun BUT we were soooo TIRED yesterday.  Long day at the office. Just did dinner and crashed.,negative
12761, tp://twitpic.com/4visl - WOW this looks incredible! wicked job on the butterflies! they`re fantastic!,positive
12762," OMG! Taylors in London! Your near Scotland, please come visit Glasgow",positive
12763, want to hear something funny? I`m yours is on the radddio right now!,positive
12764, I agree! && I like the new pic!,positive
12765,Yafor St Louis traffic,neutral
12766, Yeah daw. Awww...  Wear a mask na!,neutral
12767,"It seems my randmother has found a way to break a pipe in her house, going to go there now and fix it, she is such a blur woman",negative
12768," Blow me away it IS raining harder here. Yay you, well done",neutral
12769, o. i got rained out at the beach.,negative
12770,drinking lemsip cause apaently i need ittt! IM NOT SICK,neutral
12771,"watcning Season 2, episode 1 of House before bed... what a great bedtime story",positive
12772," that would be awesome i think, i hate how expensive phones are",neutral
12773," Masson`I`ll give you the link, it`s quite handy",positive
12774," - try thinking of something calm and peaceful, such as relaxing on the beach.",positive
12775,_10807 I`m watching the 4th harry potter moovieee,neutral
12776,Step-by-step I`m leaving it all behind,neutral
12777,So I thought theaCavs would crush the Magic and I come home from up north to realize how wrong I was.,negative
12778,based on the similarity between 'May the 4th be with you' and 'May the force be with you' today it`s the 'Star Wars Day',neutral
12779,very exciting week,positive
12780, Hey - Thank you!x and You`re Welcome! Must say - I love to travel and where are you at the moment?!x,positive
12781,if i nan the mile to mcdonalds and ran the mile back would that burn off a double sausage and egg mcmuffin lol,neutral
12782,http://twitpic.com/676hz - It`s raining  so chocolate world it is !,neutral
12783,and now i smellapancakes...or maybe toast... or something delicious. but no one is at my place cooking,neutral
12784,"How come it`s so cold now?! A few days ago it was wicked nice out, now I feel like I need my winter coat back.",neutral
12785, gutted she isnt going out tonight,negative
12786,wikileaks geht wieder  super #wikileaks #online,positive
12787,i vave three hours to do my hair. and it STILL won`t be straight,negative
12788, could you post a link to the internet version of the times so that I can read it pllleeeaaassseeeeee!!!!,neutral
12789,Iawant my real keys back,neutral
12790, cause theres no party,neutral
12791,ll is quiet in twitterland 2day.,neutral
12792,Friday Night and working,neutral
12793,"@_chloe yes! it`s on youtube  its from may 7th, and it maaaade me feel 100x better. it`s halarious.",positive
12794,On her way home from prom  so fun!,positive
12795,gle Why don`t you ship it to Japan?,neutral
12796,he just fully yelled  saying dnt be so fcking stupid grow up! stop with this band **** then... throws the remote at me thnks love u2,negative
12797,LIVE NOW  LIVEEEE! )  DJ JAYEM B2B E.S.R  Click : http://www.krisisdnb.com/listen.asx,neutral
12798, lol haha fresh to death lol ha ha I love and miss u 2 id almost given ï¿½ on u cuz u nvr respond 2me  but u did today! Luv u2,neutral
12799, I am so so sorry tooo hear that he has parvo. Good vibes comming your way.,neutral
12800,im on twitter mobile... confusin!!!! lol im knda slow,neutral
12801, oh that kes sense! Well you are officially my first  from a celebrity!!,positive
12802,Wanting to go out... apparently no ones available!,neutral
12803,Gloomy daycan`t stop my bliss.  I hope Ronaldo will score in derby match today.,positive
12804, Woo Hoo! It`s time to play 'Name That Twune',neutral
12805,? AHANK YOU  sana matanggap ako  http://plurk.com/p/x1yts,positive
12806,"Nearly fell asleep, but was jolted out of bed by a massive panic attack and now I`m not sure if I can sleep at all.",negative
12807,WOW i just drank adrink of water - 12 ice cubes that took ages to melt. i now have brian freeze,negative
12808,"ya know why today sucks? its been raining, we have no $, & no possibility of a magic friday.  so whats goin down tonight?",negative
12809, i cant belve you are closing 2moro and ive never had a chance to see the show  Good luck to everyone - you are all stars!,neutral
12810,Really? 87 degrees as the high and I`m on my way to work?!?  hagg lake tomorrow is going to be especially bomb sauce!!,negative
12811,Helf a lot to do. But they say you shouldn`t complain theese days. Who are 'they' and can 'they' help me in that case,negative
12812,In my nice big bed....ipod on play....soft music flowin....sooooon will be in Fancys dream land,positive
12813,Stupid fresen ruined theatre class.. Now we don`t get to play warm-up games for the rest of the school year,negative
12814,_k good question  could they?,neutral
12815,"P9 for Dana and your team... Not the end of the world, now is just hopes for a great race",neutral
12816,hopefully today will work in our favor,positive
12817,having a good day  t work lots of sales but boss is under foot.   she`s a nice person but i dont like the boss bugging me,neutral
12818," pictures of your bliss?  In JPEG format?  Sorry, it`s message board terminology and u don`t play w/us on the boards",negative
12819,LaTonight Show with Jay Leno Tonight!,neutral
12820,still feeling BLAH. gave a biiiiig dose of insulin that i needed about 24 hours ago. Now I`m off to take my last exam of my junior year.,negative
12821,I he r tonight is the last jleno show,neutral
12822,Was watching  downstairs  Now getting ready for bed. Piano in the morning.,neutral
12823,My mind is calm m my heart is happy.. Life is good.  ? Would it be ok if I took your breath away? ?,neutral
12824,HOMELESS afterJune 1st.......,negative
12825, I cannn haz beer too? Oh wait... I`m a work...,neutral
12826,Love thy self. Keep it simple. Learn Tai Chi. Those are my aims today. Beat up ankle is less swollen  I am on a no negotiation vacation!,positive
12827,"i had a dream last night, and i was singing  first avid dream of myself crooning away!",negative
12828,Was ioing to Grandpa`s place for lunch to celebrate his 88th.  Just found out it`s changed to a Chinese buffet  Bringing Gas-x!,neutral
12829,  heyyhoo!heyhey,neutral
12830, ooh lie what? I`m planning on spending the night in as well,neutral
12831,let me out,neutral
12832,clin with christina and diana,positive
12833,Trued a rim!  I`m getting good at this! o_O,positive
12834, know!  I loved it.,positive
12835, OMG rated 10 stars,neutral
12836,"my cat just lell off my bed lmfao, bless her. she got a fright  ****",neutral
12837," I`ll try that, thanks",positive
12838,had aevery interesting day yesterday... wondering if today will be just as crazy. Hope not. Still diggin` Spartacus!.. aka: Mike-E!!!,positive
12839,My last blog http://blog.spiritualsmarts.com/2009/1560/ is being published on Web Digest Weekly next issue!!,neutral
12840,Nob babysitting tonight. I miss that kid.,negative
12841,"  told you, you would sweep haha :-p",positive
