,text,sentiment,classification,clean_text
14431,_PopuLarEnt awww boog u aint been on in a min....hey to ya.  but that`s whats up enjoy ya`ll selves especially your lil cousin.,positive,1.0,popularent awww boog u aint minhey ya thats whats enjoy yall self especially lil cousin
14433,My shirt is a fuzz magnet today and I feel totally uncomfortable,negative,0.0,shirt fuzz magnet today feel totally uncomfortable
14435," It`s sunny and hot in London today, while I sit in office cranking spreadsheets",negative,0.0,sunny hot london today sit office cranking spreadsheet
14436,"_baffoon ooh if youre on the computer making your playlist come online pls, im bored now that ive blocked everyone again",negative,0.0,baffoon ooh youre computer making playlist come online pls im bored ive blocked everyone
14437,Having Problems With My BlackBerry UGH I need another charged Battery! (@ least 4 now)  ,negative,0.0,problem blackberry ugh need another charged battery least
14438,believes that creativity  in cooking is only limited to your imagination... guess that applies for most things too... like photography,positive,1.0,belief creativity cooking limited imagination guess applies thing like photography
14439,Is...Sayin Happy Mother`s Day 2 Everyone!!!!!,positive,1.0,issayin happy mother day everyone
14440, Oh gosh I hope so. How fun!,positive,1.0,oh gosh hope fun
14443, ye it is not fare on me  x,negative,0.0,ye fare x
14444,"So tired of driving, I really could use a chauffeur",negative,0.0,tired driving really could use chauffeur
14445, Cause its true!!! It would!!! Hahaha... I Love YOU,positive,1.0,cause true would hahaha love
14448,sadly awake. wondering about contact info for all of the fun folks I hung out with at the shop. YAY 23b!!! Miss you guys,negative,0.0,sadly awake wondering contact info fun folk hung shop yay b miss guy
14449, He`s a good lad is wore Phil...  known each other for 22 years now... seems like 5 minutes!!  haha   You ok Hayley?,positive,1.0,he good lad wore phil known year seems like minute haha ok hayley
14450," Unfortunately, I will be nowhere near the beach. I have fam in that area, too.",negative,0.0,unfortunately nowhere near beach fam area
14451, Get you lol what time we eating id hate to be late,negative,0.0,get lol time eating id hate late
14454, lol! I thought it was pretty funny too!,positive,1.0,lol thought pretty funny
14456, hate u....  I have 2 wait one week to see it cuz here (Puerto Rico) is still coming soon....,negative,0.0,hate u wait one week see cuz puerto rico still coming soon
14457, oh but that girl  but AIDAN!,negative,0.0,oh girl aidan
14458,_McLife yeah that is the one thing i hate about tweetdeck,negative,0.0,mclife yeah one thing hate tweetdeck
14460, oh **** that sucks,negative,0.0,oh suck
14461,Thanks for the follow my new Twitpeeps!,negative,0.0,thanks follow new twitpeeps
14463, i just downloaded Bonnie and Clyde by Beyonce and Jay-Z...an old fav,positive,1.0,downloaded bonnie clyde beyonce jayzan old fav
14464,Lovely hubby has just spray tanned the back of my legs for me so hopefully won`t look like an allsort for much longer!!,positive,1.0,lovely hubby spray tanned back leg hopefully wont look like allsort much longer
14466, yeps...just for today though  I badly wanted to do some geek-shopping...,negative,0.0,yepsjust today though badly wanted geekshopping
14467,"Writing and researching. Tired of being foolish, so I`m educating myself & moving forward. Gonna marry a white boy they do you right!!!",negative,0.0,writing researching tired foolish im educating moving forward gonna marry white boy right
14469,"Aaaagh, aircon not working in my office",negative,0.0,aaaagh aircon working office
14471,Need To Go Shopping  Boring Day T`day....Nothing To Dooo. College Tmro...How ****` Excitin`  Wish Twitter Was Simplified For Me =] <3,negative,0.0,need go shopping boring day tdaynothing dooo college tmrohow excitin wish twitter simplified
14472,Heading downtown! Drinks and dancing!!,positive,1.0,heading downtown drink dancing
14473,"Im so done with this cold. I really wanna go out tonight, but i really dont feel like it.",negative,0.0,im done cold really wanna go tonight really dont feel like
14474, You`re welcome and thanks for inviting us to talk. #48hoursnz is like becoming a parent. No one can really prepare you for it,positive,1.0,youre welcome thanks inviting u talk hoursnz like becoming parent one really prepare
14475,"off to go buy more deck sleeves and 3X3 card pages.  Man, those pages are expensive!   Stupid organizing collection.",negative,0.0,go buy deck sleeve x card page man page expensive stupid organizing collection
14477,I have a broken wrist,negative,0.0,broken wrist
14479,Cathylo-fran! I`m glad i can vent out to you about this. Thanks for being here for me bestfriend,positive,1.0,cathylofran im glad vent thanks bestfriend
14480,had a nice brunch by the bay.. Thank God for Mommies!,positive,1.0,nice brunch bay thank god mommy
14481,  i love you. don`t leave me!,positive,1.0,love dont leave
14482,Back to reality... boo,negative,0.0,back reality boo
14484, you didn`t come to see the hosts at hilton mr. thomas. we spent lots of money for nothing. that`s boring,negative,0.0,didnt come see host hilton mr thomas spent lot money nothing thats boring
14486, I understand  Computers are fun again!,positive,1.0,understand computer fun
14487, haha it will be interesting haha,positive,1.0,haha interesting haha
14490,HAPPY MOTHERS DAY to everyone lucky enough to be a mommy. extra special happy to  who became a mommy 2day,positive,1.0,happy mother day everyone lucky enough mommy extra special happy became mommy day
14491,Im craving some cinnamon toast crunch. Why is it so cold today!!,negative,0.0,im craving cinnamon toast crunch cold today
14492, Thanks bro but I`m awake already  How are you?,positive,1.0,thanks bro im awake already
14493,At the coast. Too many people here i know.  i love you Nicci!,positive,1.0,coast many people know love nicci
14494," you can have the sun too. It all sucks, especially for my pale whiteman skin.   I can`t stop sneezing, and I blame you.",negative,0.0,sun suck especially pale whiteman skin cant stop sneezing blame
14496, My Photoshop won`t let me save anything  Due to a disk error. The blend took me 1.5 hours!,negative,0.0,photoshop wont let save anything due disk error blend took hour
14498,its my birthday.....happy birthday to me!!!!,positive,1.0,birthdayhappy birthday
14499, i wish i was outside,positive,1.0,wish outside
14500," Hey Sam, happy mothers day",positive,1.0,hey sam happy mother day
14502,is off to get the boy and then to his doc. Persistent coughs are not good.  http://plurk.com/p/x285t,negative,0.0,get boy doc persistent cough good httpplurkcompxt
14503,gear troubles all day long!,negative,0.0,gear trouble day long
14506,Graduating from high school tonight  im kind of sad..,negative,0.0,graduating high school tonight im kind sad
14508," Lol, triplet.  Haha I`m so glad that morgan got the bag even if she didn`t ride the ride",positive,1.0,lol triplet haha im glad morgan got bag even didnt ride ride
14509,is going to her last full day of school. life is good.,positive,1.0,going last full day school life good
14510,I HATE FLORISTS  No rose for cassadee tomorrow now =/ fricken **** florist people ={ hmm..need something else...hmm...,negative,0.0,hate florist rose cassadee tomorrow fricken florist people hmmneed something elsehmm
14511,this thing was more fun with my itouch,positive,1.0,thing fun itouch
14513,"Poor  `s mom just told her she looked like a ****.  The skirt wasn`t THAT short, and it`s 87 degrees out!",negative,0.0,poor mom told looked like skirt wasnt short degree
14514, You know we dont believe half of what they say,negative,0.0,know dont believe half say
14516, congratulations,positive,1.0,congratulation
14519, EPIC moment! hahahha i swear.. i really wanna see it,positive,1.0,epic moment hahahha swear really wanna see
14520,Done some positive affirmation now back to the Japanese yay for bank holiday Monday,positive,1.0,done positive affirmation back japanese yay bank holiday monday
14521,"Had an interesting evening amongst homeless people in Venice Beach last night, wishing I had my camera with me........ and model releases",positive,1.0,interesting evening amongst homeless people venice beach last night wishing camera model release
14524,OO YAY 39 FOLLOWERS I WANT 100  HELP ME,positive,1.0,oo yay follower want help
14527, I`m absolutely jealous as hell of Brenda,negative,0.0,im absolutely jealous hell brenda
14528,Whooops... wrong smiley... it`s supposed to be  LOL,negative,0.0,whooops wrong smiley supposed lol
14531,Had a dream I brought  and  to kings island. It was pretty sweet. Bummed they`re in poughkeepsie 24 hours before me,positive,1.0,dream brought king island pretty sweet bummed theyre poughkeepsie hour
14533, Why do you not respond me?,negative,0.0,respond
14534,AHHHHHHHH omg Pridelines got talent is giving me a headache!! wtf omg osn !!! Make it stop mommy make it stop,negative,0.0,ahhhhhhhh omg pridelines got talent giving headache wtf omg osn make stop mommy make stop
14536,So I`m REALLY considering it at the moment  Same days but even more money. Harder work though but can`t imagine harder than I do now.,negative,0.0,im really considering moment day even money harder work though cant imagine harder
14538,he`s pretty cute.,positive,1.0,he pretty cute
14542,best show of my life. mcfly rocks my world  i wanna meet you guys ;;,positive,1.0,best show life mcfly rock world wanna meet guy
14545,Might be in the middle of a perfect weekend...,positive,1.0,might middle perfect weekend
14546,"Wee laddie`s been SO upset for about 2 hours. Tried soothing him in bed, nursing, etc. Nope. Up at 3:30am for real food. Blue Clues now.",negative,0.0,wee laddie upset hour tried soothing bed nursing etc nope real food blue clue
14547," Yeah, the economy sucks SO BAD.  Yeah, I know what a cafeteria is. I`m unemployed at the moment and I hate it!",negative,0.0,yeah economy suck bad yeah know cafeteria im unemployed moment hate
14550," You can get into Canada, but I can`t?  WTF!!!   (Seriously, I`m not allowed to cross the border!)",negative,0.0,get canada cant wtf seriously im allowed cross border
